rad_conter,rad_long_conter,short_rad_synergy,middle_rad_synergy,long_rad_synergy,dire_conter,dire_long_conter,dire_short_synergy,dire_middle_synergy,dire_long_synergy,rad_win
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
41.91,41.03,48.33,43.57,42.03,52.09,55.97,58.47,59.79,54.16
