rad_conter,rad_long_conter,short_rad_synergy,middle_rad_synergy,long_rad_synergy,dire_long_conter,dire_short_synergy,dire_middle_synergy,dire_long_synergy,rad_win
47.66649325684257,49.67592050022455,54.56938747091205,49.77831440142899,49.15319081104988,50.25714092893181,38.446158583915505,49.06560852664842,45.10362659130414,0
50.895408753371875,52.15921053946564,46.71178719148145,48.411076006914925,50.90138328941377,47.823398156186535,54.42652958832795,51.245489795738166,51.737217219819165,0
48.76772852445376,49.01739568701637,52.15753600636018,48.44728864054043,49.052978979468385,50.97526486344235,47.27217081164451,49.22707922005846,47.748734964551396,1
50.48088381293421,48.854356870177774,47.911782314519805,49.35486699316064,48.79433131640038,51.13520038233338,53.01718792518317,53.41127432346022,53.227424900168806,0
46.80566443128825,49.973827803822815,43.849715852722326,42.25199000523684,47.15382464804161,49.880571083770256,53.229098777013775,49.81149115231207,50.90432854983875,0
47.387874078389984,47.79593994600303,44.17546676192764,42.25550878456813,46.77424064908783,52.11687907380379,48.34503984582952,51.056011475239124,53.1454537856274,0
48.334768269900614,46.81816195272709,49.31785789077745,49.226752520100035,50.35531562027883,53.15498382732405,51.76631956578982,48.388413470764256,48.27366321431172,0
50.295748903733006,51.93463200103896,43.36246521677556,46.81733522899728,47.639896139896145,47.99345867620911,49.143957346295366,47.49609364036126,47.7400182486681,1
51.38934564709042,51.517493589717574,42.564144012151,48.25525432689021,47.551964779061386,48.45468264522176,44.468545463407594,47.48547478486199,47.95080806593486,0
56.459736287714854,51.63846367099472,51.10371572871573,44.469057517081644,51.82189182215545,48.35010775757671,52.376745242762034,50.185844167018836,51.31354718933936,1
51.64507893593553,49.982952486541954,46.54513070841001,48.016602457659786,47.16747690964414,50.0101864499932,49.84542497575283,51.223343012455736,50.54375323133715,1
48.329913295246904,49.777489831160366,40.59951548578552,41.61790777257938,42.93860438847889,50.18313975863601,46.118979090977106,48.668926702780844,45.985624312583404,1
42.27333881144439,50.23654792658413,52.65873071169622,53.954052778013796,53.469398131598766,49.76345207341587,56.84179460449238,54.14019730371915,58.02310612904367,0
47.12421496186281,49.01359473492989,44.88512765988385,44.12127045730806,48.21217048775998,50.97417284916798,49.48790119697257,52.73793501665225,52.748914377142555,0
49.96806961648745,49.878014448173104,46.107161627108425,51.14987274548497,46.44948003341753,50.05514992222384,48.869934903122314,47.821762798053626,49.596618119184384,1
47.989637004572735,51.15634432556555,46.26323639561296,49.956542368461264,52.05933070670085,48.82544466288423,44.22169676963015,49.92064700249248,51.88300075531676,0
53.80199645698791,51.4553385536131,52.12089513354052,50.378805577244066,51.08163703479096,48.52863315411332,46.97025491863617,48.6291326576963,46.44663207281046,1
48.86316805835566,49.304010578652665,52.041746060380724,50.844129532639684,54.64443232947656,50.695989421347335,56.96326176907181,54.921301734875215,57.92197125495081,0
49.735283323743424,51.991002938467744,47.66882390343709,44.03040301202067,48.72758831854285,47.94802319494636,50.58216190429172,49.344594444152875,52.99189109296953,1
46.337655325094204,48.06507951159368,45.945870235841355,47.94980223825503,47.74932528610621,51.91348845125374,56.230740204878124,54.34108046660822,57.80281558017742,0
49.648317827902574,47.81097888915243,54.608326706690576,53.15117427637623,51.56831683362345,52.189021110847555,55.27101661016468,54.08965624926212,54.19146859623615,1
48.71397485015968,51.69187589193116,45.618591905929556,44.9863823449877,46.698686493624294,48.279079273760836,50.30029544048892,48.04057184286745,50.47480632005594,0
43.919281771814425,48.03783562706602,50.07953109268899,44.10868694153761,48.51978471943251,51.962164372933984,53.82415709373368,53.64614614198291,56.84880318280317,1
51.40889151065996,48.43584271276532,49.12210492463676,49.656374222072024,49.93050808055162,51.55444854937061,49.202112881092944,50.99939831966094,48.43081584455723,0
53.14945188916036,51.67735994871829,42.7828074442853,53.000140186742826,52.36050525415445,48.31741811916683,48.60922574157867,49.60974295275964,48.21965559242962,1
48.230767909351925,49.07476101880139,45.89542516212224,47.708809101366775,47.17456564252424,50.9252389811986,53.04858832258215,50.06915844029185,50.57856427461712,0
