rad_conter,rad_long_conter,short_rad_synergy,middle_rad_synergy,long_rad_synergy,dire_long_conter,dire_short_synergy,dire_middle_synergy,dire_long_synergy,rad_win
50.20432834396632,50.74438834593244,49.540740273595375,48.15321834063919,50.4516219716031,49.243949846487375,51.91988744574778,51.30794699156296,51.790130975384145,1
46.643169035154806,48.754127647660965,47.478070175438596,50.23734854031694,48.36775632563398,51.228320459787135,55.01657032261307,54.81592031861272,58.37702447002492,0
55.54960558560149,53.57855000287444,50.943672200853655,49.03020568850224,49.31054388957652,46.359123998023634,46.336840162421566,44.8943274346119,45.67343863298604,1
46.908288206279224,47.91117741597433,41.76984126984127,47.23079049747799,48.463648695583885,52.069591814794904,46.329969169090646,47.81095519460781,47.812543440110986,0
49.45167719587904,49.287163084710954,37.19996741256277,46.00763649826901,47.29427866320325,50.693431496395455,49.7076475674864,51.08431402838508,50.28928546708893,0
53.095851319765806,52.37485712596216,44.47776067954729,46.614576974721814,50.200180792181804,47.60279650532275,48.68102750244311,46.990335712144585,45.8967547499319,1
45.88173204874897,50.63091739877872,51.18281718281719,46.79575596855007,47.11088434368412,49.334447193777144,50.623163617886924,49.76969361007265,52.79591153549996,1
49.637091553431674,48.04927625514222,46.950177262861445,50.91981524692779,49.12779784132502,51.931211549735835,55.040077095917916,52.65992933963348,51.85024000255459,0
50.46215992781781,50.52085193244896,39.33754047884483,44.46231146555966,48.47761718169788,49.479148067551044,52.56579715115946,51.67325655911452,53.85414752636096,0
47.78877515429262,51.020425922434754,41.5009218846336,50.49042065765808,52.448366457516116,48.943252996956694,55.76505554266106,52.705984327126934,57.1797623316019,0
49.51108486758235,49.654288655913916,44.4149041795746,46.6398294586987,50.35712793499616,50.29707096824981,50.2835950537069,49.838272347582325,47.86427120940602,1
49.0350256409271,51.272979045591136,48.824892547548984,49.480390839438755,48.669110928452994,48.701130986771325,55.65611630085314,48.33888248015417,51.68925329012605,1
51.563715501213196,49.06465654781623,48.507142082723476,53.74149606239887,52.356000381401046,50.869187122942314,45.73610016686752,51.74276896486535,49.47074046906457,0
49.645108257249234,51.046882263353474,41.95925551057131,48.07195513193566,50.91666557885478,48.90676313040099,45.16109395009651,47.59473407963794,47.81160337673051,0
51.992486315701356,50.73978536824168,54.10715341409311,52.583406195141734,53.01972484995206,49.24963262117632,56.1620995745112,52.40251887409995,52.73705335160277,0
48.98820607228463,48.106732840706165,49.11710858417632,49.305419387608794,51.657375265928906,51.87187678496228,57.32098658890171,57.98315270083929,58.64204982817501,0
50.544622263023676,49.28321554476451,45.00330874071682,47.749966880725644,48.35234550368363,50.69130648660217,44.7315630959342,47.70435471883147,45.314742160057534,0
49.89358927993967,51.68465067794319,52.76180765881166,53.01699154837356,52.5961629048998,48.301264815014555,53.381843381843396,50.23909909307209,52.30472927316529,0
48.22412285302439,48.00715299473296,45.53485807934054,46.20571667893457,46.39684236848834,51.919051460216856,53.64516214546388,51.76389799312211,52.29010126684543,1
45.21523427918763,47.65705167003126,41.63765281012425,44.54021875064912,45.65124214464909,52.34294832996875,49.45985993740079,53.50410258486485,54.96341912412721,1
50.952863864883355,50.020708436031725,49.615159726278584,50.18885835128967,49.67657040598599,49.97929156396828,39.89887897058438,47.85438742287284,44.43345912599945,0
48.69529750950362,49.488078961643936,53.35392121490127,53.00548703364875,49.59103234734227,50.511921038356064,50.603658488913915,50.32654271618189,52.89827722224369,0
49.60568414160164,50.41472010344656,48.72001965391888,47.90950107159793,49.05184491704497,49.57266160002348,42.42300479796731,43.50486455528358,42.1185326226254,1
54.20992894661973,50.57107676771064,50.82124445261883,49.81855961170378,51.416196718431195,49.40482684674719,54.6631590929079,50.580933180652124,53.80523219225909,0
49.06924183512428,49.57047972790949,50.833939101357,50.27149602501218,53.92912436665191,50.39751710407033,56.56878689623505,52.783636415228145,53.87434899784858,0
49.179647461778956,48.83111451857271,49.108840646444705,48.858221660516485,48.38117655464224,51.1185876801535,52.8245444870128,49.20127782365868,52.93303439679586,1
47.769043329213666,47.44361530414773,43.81595391555517,46.56077080687922,46.67063614669666,52.501011038085345,54.84781753693868,50.27049216119271,49.787494878820794,0
49.07873593639859,48.52039158819482,44.947704033582525,48.0864844260508,47.87453701619093,51.43355126228688,55.25965683188198,52.67616040863524,54.05619673131604,0
51.04038395669047,47.87947166202953,47.46977738463806,53.942478174271926,52.23437195690364,52.120528337970484,49.693061840120656,48.21768371935905,47.35810275370439,0
48.16533190438746,50.07892002892932,53.07378200932556,50.604361109567776,46.33584527888792,49.89387099416452,56.57340418200908,50.47120631825002,51.90091948304486,1
49.88263966792073,48.55052704755944,52.820955156796465,48.51389033533267,47.93276104263716,51.43836184132944,54.90413533834586,56.62664957612611,54.50169439478649,1
53.297867940221636,53.32374010547105,59.26981928150605,60.0604071687107,58.396720620993634,46.661278621120715,52.745998027106864,47.50515044393294,51.38673030402246,1
47.70529759699792,48.894854265236575,52.27462258596256,52.43132835350942,49.36262026831877,51.095195486007206,49.82158840221932,52.71638261643432,51.82572545765887,0
49.63762461288715,49.38328731245686,51.54132192299373,52.80494398424693,50.91959529112914,50.61671268754314,50.66653624153625,49.714339523598284,50.36388069275111,0
48.902443471153475,52.04683728181849,45.071977742679216,42.624874445882135,51.14484989718531,47.95316271818151,48.246097364854315,43.58200089665133,45.41428781543965,0
47.91215015245533,51.32525850190144,56.24443149684384,53.17620458414599,51.80166533471867,48.649100472457526,54.706565054866005,52.38837836644436,53.622541912505795,0
52.310476776981965,51.79113484362025,48.04936444745328,49.91276596188697,51.29625912104565,48.208865156379765,52.063483334404395,50.25170019931002,51.50410469568488,0
50.35037252688356,50.42922118291755,46.44982102749001,46.53339525672131,48.313475958027425,49.57077881708244,40.84219121580948,40.225034968663344,42.08929302675066,0
51.42673309983693,51.07615884217935,53.714795586594946,53.29878710845322,49.019658997057086,48.89644389754667,49.19294885944645,45.60730812798422,43.81966978840256,0
49.55973888539303,48.911911641933756,50.81434537634062,52.0646208413579,49.55767602454527,51.078138109310025,56.168831168831176,54.26410691667325,52.59559281298414,1
47.72072195171478,47.996083292064405,44.24255042714489,44.37997111509455,42.202676335977856,51.99657725839432,51.51696106506196,53.837764816133884,51.569362284029886,1
51.54132513530563,50.19532536716327,50.09898613799615,48.9372232615979,49.57707123830373,49.74261207361986,46.56818467198793,45.609747893555436,47.18546666940383,0
51.87290121739447,48.44036199715923,46.45357323648522,48.73592929930644,47.47758835867691,51.50938203792668,49.86281179138324,55.375938033978535,53.023593045144764,1
48.78073424333515,47.36712488269092,47.89886906369925,49.79084879193819,49.70005216662387,52.62009556459343,53.02186940427421,52.09749419567948,52.56622576271355,0
47.907708735394635,51.70323001841971,47.741713882360045,47.25350764343425,49.138751754842716,48.285929873179214,48.31644382741311,47.39280026719842,47.7831728886487,1
49.55590452806335,49.700317591202996,48.46712468017444,48.842603954614624,50.80801477716206,50.22841325139022,42.978353664047084,49.699174742158114,48.25003065221484,1
51.66864535013922,48.69520911565608,46.27757430035756,54.93455543733504,53.028885190636466,51.29859893387953,54.0821141804114,51.5279129638173,54.98160166195017,0
48.59626436183312,48.44402877003524,47.60698287220026,51.66185264172436,47.8173903098873,51.54801894368245,50.85490968529693,49.6712163388787,49.03335138018507,1
47.587112868647466,49.051294729110374,46.52377251789588,44.51852575153546,47.53270211998288,50.948705270889626,55.58920246420244,49.53282567498181,50.74188626978703,0
52.43246861442136,48.488857958319954,50.59659641804471,54.12533770274728,48.823603287006854,51.457830098605385,41.93225075781981,47.96433759186736,46.83043774595873,1
53.68464834998038,51.529792009650954,56.74915620726635,59.09999245291529,54.73375345674608,48.470207990349046,45.44866320516513,48.576328120875864,48.35689665365872,1
51.27219074769792,51.4677091796954,55.82365233794949,53.505093399008615,53.35629991760443,48.43557414835469,42.57307165482212,49.45172543396987,46.97431427578584,1
50.68828467715486,49.53138604991423,48.004493993604704,43.25856164769209,46.637186098776,50.446778978384835,50.2188099722998,48.884704324834125,48.064568166735846,0
47.703708822648125,50.717851010497604,46.07868744395029,51.498162044024156,53.21205934371168,49.23669444404785,46.38643790849674,49.29003922058596,49.41314067797382,0
51.213752573231886,48.75830408555838,54.50336198859635,51.99075639865116,53.142727074555005,51.24169591444162,51.193375595325705,51.99880862086378,53.14317096434931,1
49.509480395331686,49.01446135384642,53.654437947361046,53.55108350042077,53.53936115058613,50.95524989239215,50.86204536204535,54.0907543990349,51.47349715092776,0
46.26511381567515,49.70029596658254,47.4864151927939,45.92300560296551,48.92503750576592,50.28165073703417,54.628936499741855,55.36652785325591,55.97387497315074,0
