counter_rad_hero_1,counter_rad_hero_2,counter_rad_hero_3,counter_rad_hero_4,counter_rad_hero_5,long_counter_rad_hero_1,long_counter_rad_hero_2,long_counter_rad_hero_3,long_counter_rad_hero_4,long_counter_rad_hero_5,short_rad_synergy_rate_1,short_rad_synergy_rate_2,short_rad_synergy_rate_3,short_rad_synergy_rate_4,short_rad_synergy_rate_5,middle_rad_synergy_rate_1,middle_rad_synergy_rate_2,middle_rad_synergy_rate_3,middle_rad_synergy_rate_4,middle_rad_synergy_rate_5,long_rad_synergy_rate_1,long_rad_synergy_rate_2,long_rad_synergy_rate_3,long_rad_synergy_rate_4,long_rad_synergy_rate_5,counter_dire_hero_1,counter_dire_hero_2,counter_dire_hero_3,counter_dire_hero_4,counter_dire_hero_5,long_counter_dire_hero_1,long_counter_dire_hero_2,long_counter_dire_hero_3,long_counter_dire_hero_4,long_counter_dire_hero_5,short_dire_synergy_rate_1,short_dire_synergy_rate_2,short_dire_synergy_rate_3,short_dire_synergy_rate_4,short_dire_synergy_rate_5,middle_dire_synergy_rate_1,middle_dire_synergy_rate_2,middle_dire_synergy_rate_3,middle_dire_synergy_rate_4,middle_dire_synergy_rate_5,long_dire_synergy_rate_1,long_dire_synergy_rate_2,long_dire_synergy_rate_3,long_dire_synergy_rate_4,long_dire_synergy_rate_5,rad_win
0.5909815946050004,0.48223348395726057,0.4983259785705438,0.5034603710539621,0.49615135878912964,0.6003623188405797,0.47559719366009984,0.4932260813917367,0.5487085931796627,0.48339149788073826,0.5622564935064935,0.5593253968253967,0.5870167843852052,0.5185463659147873,0.6320075757575757,0.5933333333333334,0.5289020996711358,0.5172636815920395,0.575517890772128,0.5833333333333333,0.5527805800756622,0.5356242224215167,0.49563790677921105,0.5205355836791005,0.581018681018681,0.5250943131779425,0.45102720927080514,0.4369288695247245,0.5807008000556387,0.43509602099499256,0.48948690901185826,0.47362427944592617,0.4799101277175981,0.46062993400814706,0.5189194107897115,0.5069060995184593,0.546025641025641,0.5265179007606953,0.48136645962732927,0.4977802994107342,0.5081699346405231,0.5717986977753663,0.5196763451595926,0.544484820955409,0.5002427944862158,0.49932540109259876,0.559643038050741,0.5027548219261493,0.5235240334378267,0.4933756726374762,0
0.49492875634254946,0.5171789564333927,0.5501497368785487,0.445216143888474,0.5015579335587762,0.4844817927170869,0.4995011184860809,0.4994708200438242,0.46380787808763724,0.4966783208132665,0.5223253757736517,0.5263323278029162,0.527973629284429,0.5097465886939573,0.5235274990709775,0.493763035862544,0.48342670401493953,0.5137767913191642,0.4786596119929454,0.5521415017619953,0.4640373144522357,0.5157456140350878,0.5122764824646042,0.49132677210805825,0.513824912482937,0.5070260335731037,0.5687372651171074,0.44116229244093097,0.4700007539722866,0.5040421277948303,0.5068691384472392,0.5457777312576917,0.4559566887150274,0.5568163671728839,0.49015470736605826,0.47967019338997524,0.4395761741122565,0.4525590315234328,0.5255695062513243,0.45342657845915024,0.47637603217497027,0.44792132357921827,0.4900127882119405,0.4668481389526565,0.44144234050852,0.478336461690808,0.47960907136359876,0.48180775977830076,0.5053617585530525,0.4621701835699805,1
0.4767274788486974,0.4727502079063154,0.3889500159052033,0.46952380952380957,0.4082308987406,0.5089953832100114,0.5187228026821274,0.5171513734095721,0.5625134356119291,0.44882332278834963,0.5024009376890503,0.505095409115309,0.43682262011787026,0.5,0.466455734898508,0.5008297771455665,0.5080067713009703,0.44586604633129806,0.4791666666666665,0.45824077238550925,0.5023110661268557,0.47418026492832327,0.461432801317373,0.443859649122807,0.45939051354347404,0.6362658846529815,0.48817393709432366,0.5943744560642593,0.5372772155265386,0.5277260957372714,0.398989898989899,0.4964955594371842,0.4626178544692524,0.5056438513228394,0.5545763334677581,0.5765666861118313,0.5677425604269836,0.529220779220779,0.5448243544581972,0.5351268967788835,0.5981314155756345,0.5694463963004872,0.5700647463002113,0.5373693885448916,0.553988374000716,0.5599179286243778,0.5412182411631615,0.6025162955856022,0.5718821207810068,0.5864180373249342,0
0.4914115369725126,0.49997292308505126,0.456732578810607,0.48931328946408936,0.555573593073593,0.4993372933058797,0.47307609828060837,0.43087810627414597,0.5005781587580264,0.4753664302600472,0.361364894098707,0.323915308829102,0.455699725933539,0.4425966275104208,0.3502886002886003,0.3950171885339837,0.4095996493278785,0.4781859070464768,0.45185111036231523,0.3637560637560638,0.4190222444696877,0.44184803024409175,0.5181045653907494,0.47529920820863275,0.40706845238095224,0.5098623366449453,0.4534932705985337,0.5021666540756968,0.5135517169830895,0.5279221002918812,0.5656399377374187,0.5004266484261567,0.5216148710071372,0.5348681654602707,0.4982142904903088,0.38765939098165003,0.48333354701950526,0.5528012641421113,0.4313243926910607,0.45172289738176424,0.40665550595238104,0.45993101052213625,0.5175522207365111,0.4266016771356915,0.4448665324048088,0.4458340418146097,0.42107748349853624,0.4877623188704633,0.4317476064499875,0.43809805240543626,0
0.513000045705928,0.518954893879422,0.4709792611697795,0.5486729968823687,0.4494810576774394,0.5306942778129219,0.5178451976441096,0.48924849863881803,0.5572665069853256,0.5083268505447194,0.5220297089792387,0.5301083262562327,0.500288588575069,0.46845755347593604,0.502710805572513,0.5193230066340393,0.552035084660221,0.49795097909106295,0.5049335678188392,0.5282913839863079,0.5176207327497543,0.5417972923556232,0.5094867963362267,0.518480566726879,0.5281306396163857,0.48964053547417025,0.4965509596276023,0.49139514626553504,0.49645528455284554,0.5248698187649093,0.5056519086848692,0.5155274860502984,0.4539427564382267,0.47270436549353967,0.4475499156823268,0.5994684110881295,0.5085218702865762,0.4785615401812585,0.5764705882352943,0.528171828171828,0.499346822740406,0.4953157068563678,0.4613837621895712,0.47469091660310203,0.4549214383962695,0.4897156044404988,0.48169723020989597,0.46978186787388476,0.4759248848076535,0.480511075554918,0
0.46149237978606034,0.5111060915412003,0.4997695776823047,0.48086438297315415,0.5154088317375383,0.5363513792635473,0.46440533275210694,0.47677364204428596,0.4620701312434322,0.5049215735656414,0.5553044712041244,0.4648450394278378,0.5783729268448005,0.45606508840612503,0.4750616933511622,0.515875322997416,0.39087732919254653,0.5426343500452646,0.4551511641720125,0.475174978127734,0.523835476264626,0.4255065576186265,0.5346745566018168,0.4545325589426795,0.47618024753802124,0.4818632398699577,0.4902086457101923,0.4507362240289069,0.5242898658580643,0.5842607608126209,0.5237487232545345,0.51431484403187,0.5113077140093589,0.49316205442580674,0.5119638384067514,0.5013094885059363,0.5181589834515365,0.473326199393615,0.49178379416282625,0.461025145067698,0.499353994927077,0.5088689508820085,0.48823749587092424,0.5019380068215115,0.4807585285660305,0.5028318386881623,0.5101918463939912,0.4927051721547637,0.507821119200097,0.4813006938277673,0
0.4573496649358718,0.4573496649358718,0.48453704950050813,0.475026455026455,0.4626610644257704,0.46338935371001366,0.46338935371001366,0.4769086394086394,0.4610235225345206,0.48186938509519156,0.564102564102564,0.564102564102564,0.6037851037851037,0.583842083842084,0.507122507122507,0.4843014128728414,0.4843014128728414,0.5288708784949386,0.575174825174825,0.5353287063813377,0.47436378536921997,0.47436378536921997,0.5022312636613501,0.5520048669874454,0.535442073170732,0.5707960199004976,0.5706108374384236,0.4848859697135559,0.46598725422254833,0.5707960199004976,0.5541930926282933,0.5929902551737994,0.495839151048864,0.4737866004006781,0.5541930926282933,0.564484126984127,0.6121242823370484,0.5892094017094016,0.5495479697607357,0.564484126984127,0.5551431405895694,0.628071695095949,0.601544478863544,0.48988576562700564,0.5551431405895694,0.5604203223562283,0.6248949381035714,0.6181055908328636,0.519956043956044,0.5604203223562283,1
0.5794260578131547,0.5372261789830611,0.5116046010969385,0.48140731593688024,0.48873658347278887,0.5266666666666666,0.49185515258735074,0.4997473472436223,0.5064342884861924,0.4661045704442408,0.5807585139318885,0.6109335839598995,0.5821661998132588,0.5331285202252944,0.5362634408602152,0.5562232905982908,0.5818452380952382,0.5667256289308176,0.5521574861197502,0.4675405176584423,0.565694513983263,0.5890644779678238,0.5103937556004827,0.5569638333802422,0.48052214310962976,0.44665929265820886,0.4934882302257041,0.4182258693693755,0.48994932149537906,0.5532765489485093,0.39978083447190993,0.5788972889876984,0.462510448306196,0.5174371971010626,0.55056620570506,0.5184770810720547,0.5370399535809017,0.45527457630094703,0.5377759408732858,0.5448412698412697,0.5074849844727078,0.5114602589815138,0.48340955538175623,0.47231488777149677,0.5039111389236546,0.5156383305988516,0.5024456811872733,0.48440656909444046,0.4954660588040547,0.5183578192983316,0
0.49222467933012276,0.49474030395889435,0.4705171625197259,0.4547331760459407,0.491098519053628,0.4956690647551013,0.511578204427477,0.4983836098077944,0.5144934828121834,0.48903675433674704,0.4812999262672195,0.4098288201278235,0.4896885970144168,0.4700307182319905,0.4149445705667577,0.488500144347784,0.44853199617651074,0.5143212643212645,0.480537467308569,0.4479203928946197,0.47270137638404325,0.445315723861884,0.5044852089102108,0.48841907321882827,0.4416701715994542,0.5198869668031547,0.5124786408251003,0.5525447455433208,0.5213988369808484,0.4903769689392642,0.4683503816338847,0.5008713815105359,0.5118410217980635,0.4998015478574784,0.5099745510607343,0.4793941297518927,0.506047610987045,0.5197872595676587,0.4989574898785425,0.4984977281327785,0.4892103129848515,0.49187631891679073,0.5029089806047884,0.49532522075625496,0.4862493804302117,0.47886410072697894,0.485992606018139,0.4991861211643468,0.5056796157443032,0.490345566225562,1
0.46404718693284935,0.4911413900564371,0.48632558963747574,0.49672925209537705,0.4766474892125663,0.35889822595704945,0.5030880148669638,0.5087392807783827,0.5174897277621263,0.473749285982875,0.46537144684613524,0.49031847781847804,0.45262856100294524,0.49966981473440447,0.465224358974359,0.5079718756189348,0.4700115448898165,0.46668456404860426,0.49672052753448126,0.5312169312169313,0.4742443593018305,0.48273754494093474,0.4854300410614155,0.5131388444526105,0.4598210460570497,0.5047877605220863,0.499639991115875,0.5072250358726021,0.5632974895135632,0.5101588150411679,0.5101851851851852,0.4878706327804367,0.567211278406094,0.5025717703349282,0.5696773388589246,0.5360139740384284,0.509696153932329,0.4810584542687395,0.47272526718305724,0.40861635220125775,0.5075041646470217,0.5173449088139572,0.4910423079133628,0.5073195187165775,0.45726206370398625,0.49410933217351327,0.5089691336553055,0.48822444515420527,0.5685626645867927,0.5114442773505077,0
0.6255147793383088,0.5261364807515816,0.5528298506125557,0.533335879806468,0.5766699667244176,0.6161078202333033,0.5385810090099016,0.5189756039872021,0.5712036582408027,0.562912479746845,0.6933377896613191,0.49701263531196077,0.6479187252964425,0.6263814237312187,0.6649599542334095,0.6832023239917977,0.4869181100605247,0.5949214468396052,0.627291421856639,0.6325757575757578,0.6200542843399988,0.5792406958456671,0.5607217809908476,0.5808821619656124,0.6203459878575088,0.42730729415512025,0.40256045097166593,0.4277148876079357,0.43398268398268397,0.4939477260492623,0.434822673552867,0.42614979556114074,0.44284358402516366,0.4607951558014136,0.42760821984136027,0.3745421245421245,0.3848179568752208,0.4412471395881007,0.44812190733243373,0.44572202864885774,0.4174461511299435,0.41522707518470225,0.4345675391110545,0.48379711307137124,0.48467275332660603,0.4332573841746895,0.43181547801567877,0.46808491792992074,0.4372392483914315,0.46877797357225703,1
0.5470167555088603,0.45429588359769735,0.3147871572871573,0.48470953598830846,0.38553551711446443,0.48284882649699484,0.4428837058584098,0.4272481041634757,0.4855328671328672,0.42223443223443224,0.5064813673876437,0.5143908414382555,0.4757985658409387,0.40813102382251326,0.42234848484848503,0.5202759064508509,0.49497963659147876,0.5385531135531135,0.49054954728370226,0.4285087719298248,0.5080333101604803,0.4880360020828445,0.43541666666666673,0.467464452164015,0.34297462152353897,0.5229714095682163,0.5490435198469632,0.5664988536414733,0.5275912002227792,0.6475501672240802,0.5559042345069961,0.5156153406677116,0.5091276928776929,0.5725638847881396,0.5844409112732801,0.45993589743589747,0.6217948717948717,0.5244047619047618,0.4107142857142855,0.560927960927961,0.4964715397836415,0.46750903661794735,0.476785856929642,0.25777777777777766,0.5762962962962964,0.512323305273946,0.502537483417186,0.5112465976299889,0.5814142596929482,0.6642467602805252,1
0.47083082782979246,0.5133209789996648,0.4703702092846333,0.4679759704812671,0.445185770267351,0.47494730021078446,0.4833471874605418,0.5062946928637129,0.5322275745394005,0.5098039472165583,0.472878599714565,0.577239010989011,0.5299509923139005,0.522324856687739,0.5199865391708045,0.48091123358682947,0.5536745409526007,0.5232444498069497,0.5055324781668565,0.5235637626262625,0.4748600504382912,0.5179824561403508,0.5026587094513275,0.49274135601284075,0.5230104932113147,0.5769413588220098,0.4979030787107603,0.49670667895491327,0.5132421587055875,0.5475229679440206,0.5359722693923339,0.4964349757176266,0.4822884971576419,0.4937543610918437,0.48305331000372276,0.5261913930875133,0.5072408498501717,0.46814284949414725,0.582222154268701,0.5451210973820113,0.47062693498452024,0.513883041352134,0.40914364092565847,0.5641719421851528,0.49336335499552897,0.526907808260761,0.5108795231790477,0.48826794919815475,0.5506232674694138,0.5221007301287268,0
0.5078042723612344,0.4996332342231278,0.48128953301621086,0.46493047296844764,0.501155093616394,0.4805506655061825,0.49023286940715805,0.42785671992371477,0.47685031323675364,0.4907052348168472,0.4909298245163235,0.46986290761952654,0.554501493720347,0.47068758742022876,0.5391152557100298,0.475104822733308,0.474293033866499,0.5155412270077272,0.44850905908836225,0.504741968557758,0.494361436743291,0.483267848383691,0.49694087617487204,0.4606792280186267,0.5092411531038438,0.5055257256929352,0.48258120875373595,0.4996664076664076,0.5718889108665066,0.485525140835,0.5092307456504441,0.5173823068518597,0.5172641830131954,0.5524407025436122,0.5362714026178947,0.567427145013352,0.45717871262112825,0.537918299799669,0.502012987012987,0.43930850708366725,0.5799067721237532,0.45907839026595976,0.48955113050857746,0.4830728095433977,0.4454984239558708,0.541210610592465,0.509978070762669,0.5510590450826043,0.5074040849638712,0.502885196998225,0
0.5463659147869675,0.47079222147715305,0.4426686908347836,0.46410621195304885,0.47279547066912225,0.5542473100849137,0.4912315025358504,0.4950999958743322,0.5238587720018067,0.4655968634229429,0.612071859428272,0.5602767043910631,0.5761253561253562,0.5315197370935077,0.5352654819874433,0.5946188392712455,0.5287338428505678,0.5338369149472503,0.5121341021692678,0.5344432302420598,0.574279869745159,0.5269973355056872,0.5214318186892025,0.512253860334306,0.5190654732076717,0.5057038629762539,0.5038992006503185,0.519118920295391,0.5282298787012063,0.5463196276557554,0.49206403053820846,0.5041560859173637,0.4800697328541701,0.46487985781842395,0.5280899887252429,0.5540874531612685,0.6758231750035029,0.539520202020202,0.5306229410002993,0.568133345149474,0.5599568343683747,0.5703296703296702,0.5486801242236025,0.5299251557162947,0.5701488682257914,0.5710512426193692,0.5387008101851853,0.5858373397435898,0.5230283253482645,0.5822404979510533,1
0.5267254885617717,0.47176521319052167,0.5105487543410653,0.521622039931899,0.5162162552162551,0.5398922214669637,0.4896511341570469,0.48819182280932144,0.4580703346837304,0.5568627450980392,0.5618524832924322,0.5388683022403953,0.5685403045151372,0.5255453816996642,0.5359778432949165,0.46376126126126127,0.5766331668986537,0.5451693233042776,0.531412172541205,0.484911158345142,0.5348405710932193,0.505499995809939,0.5143931931219015,0.5217886058405248,0.4585007817782285,0.500065415282961,0.4783111002921129,0.4751908367208312,0.4852668968458442,0.5142879996167377,0.49616171064191567,0.53826062038828,0.4966595696793631,0.4289331635295114,0.5065252087844108,0.5344389743976372,0.5407311560811919,0.5504704711542582,0.5368077788710313,0.5210905541302823,0.5162952177921247,0.5156298881298882,0.5464509728622635,0.4787175201748122,0.5109854834040071,0.5042045276541258,0.5193129123767339,0.5337601317478895,0.47905901073284174,0.5147638580667995,1
